City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
avera,1,US,1586153017,86,33.19,-82.53,64.4,4.7
ushuaia,40,AR,1586153018,69,-54.8,-68.3,39.2,4.7
henties bay,75,NA,1586153019,92,-22.12,14.28,60.01,9.19
vaini,75,TO,1586153019,73,-21.2,-175.2,77,5.82
kloulklubed,40,PW,1586153019,58,7.04,134.26,87.8,10.29
hilo,90,US,1586152808,83,19.73,-155.09,73.4,4.7
butaritari,10,KI,1586153020,67,3.07,172.79,83.53,1.12
verkhnevilyuysk,99,RU,1586153020,90,63.45,120.32,33.85,9.98
jamestown,1,US,1586153021,74,42.1,-79.24,37,1.99
klaksvik,100,FO,1586153021,93,62.23,-6.59,48.2,26.4
bengkulu,88,ID,1586153021,65,-3.8,102.27,84.36,6.02
san jeronimo,45,PE,1586153021,29,-11.95,-75.28,44.76,2.17
punta arenas,75,CL,1586153022,75,-53.15,-70.92,41,12.75
gainesville,20,US,1586153022,100,29.65,-82.32,64.4,3.04
albany,20,US,1586152896,65,42.6,-73.97,48,6.93
price,75,US,1586152786,39,39.6,-110.81,50,4.7
bethel,75,US,1586153070,87,41.37,-73.41,50,6.04
westport,75,US,1586152904,87,41.14,-73.36,50,7.56
new norfolk,40,AU,1586153070,41,-42.78,147.06,59,14.99
ust-ilimsk,0,RU,1586153071,52,58,102.66,44.11,6.8
airai,14,TL,1586153071,59,-8.93,125.41,70.92,3.49
jawhar,7,SO,1586153071,52,2.78,45.5,86.67,13.18
tiksi,83,RU,1586153071,94,71.69,128.87,16.47,8.37
nelson bay,3,AU,1586153072,56,-32.72,152.15,72,12.75
amarante do maranhao,100,BR,1586153072,92,-5.57,-46.74,72.91,1.43
victoria,40,HK,1586152829,93,22.29,114.16,62.6,3.36
nome,90,US,1586153073,84,64.5,-165.41,6.8,32.21
zhongshu,68,CN,1586153073,38,24.52,103.77,65.53,5.64
severo-kurilsk,95,RU,1586152925,87,50.68,156.12,34.54,19.06
port hardy,5,CA,1586152889,74,50.7,-127.42,37.4,5.82
barra dos coqueiros,40,BR,1586153074,83,-10.91,-37.04,82.4,5.82
tessalit,0,ML,1586152800,17,20.2,1.01,71.31,11.54
port elizabeth,20,ZA,1586152860,93,-33.92,25.57,59,17.22
barrow,90,US,1586152922,85,71.29,-156.79,21.2,12.75
amberley,90,US,1586153075,76,39.2,-84.43,52,5.82
tecoanapa,3,MX,1586153075,76,16.52,-98.75,75.54,5.41
port alfred,24,ZA,1586153005,74,-33.59,26.89,66.45,17.2
contamana,98,PE,1586153075,90,-7.33,-75.02,73.85,0.83
katsuura,20,JP,1586153076,42,35.13,140.3,64.99,12.75
san cristobal,93,VE,1586153076,63,7.77,-72.22,68.45,0.54
araouane,0,ML,1586153076,15,18.9,-3.53,76.32,8.79
yuanping,19,CN,1586153076,20,38.72,112.76,64.6,7.18
mattru,1,SL,1586153077,91,7.62,-11.83,77.72,1.92
gautier,1,US,1586153077,87,30.39,-88.61,64.99,1.97
doka,8,SD,1586153077,19,13.52,35.77,93.81,6.44
pevek,28,RU,1586153077,90,69.7,170.31,-5.85,10.25
saint-philippe,21,RE,1586153078,69,-21.36,55.77,82.99,13.87
balrampur,0,IN,1586153078,10,27.43,82.18,99.84,22.03
ribeira grande,76,PT,1586153078,87,38.52,-28.7,60.24,9.04
tazovskiy,100,RU,1586153078,99,67.47,78.7,32.02,9.37
jumla,0,NP,1586153079,94,29.27,82.18,62.01,7.58
marsh harbour,100,BS,1586153079,73,26.54,-77.06,70.03,13.56
elban,0,RU,1586153079,52,50.1,136.51,46.04,14.16
saldanha,27,ZA,1586153079,93,-33.01,17.94,55.4,3.36
puerto ayora,7,EC,1586153080,86,-0.74,-90.35,78.01,1.01
naze,20,JP,1586153080,56,28.37,129.48,69.8,8.05
tuktoyaktuk,20,CA,1586153080,79,69.45,-133.04,23,20.8
porto novo,13,BJ,1586152989,82,6.5,2.6,81.09,6.49
nanortalik,81,GL,1586153080,92,60.14,-45.24,22.41,11.99
hamilton,90,US,1586152809,76,39.18,-84.53,52,5.82
komsomolskiy,11,UZ,1586153081,45,40.43,71.72,66.2,4.7
conceicao do araguaia,100,BR,1586153129,90,-8.26,-49.26,74.71,2.84
pokhara,9,NP,1586153129,12,28.23,83.98,81.88,4.97
dubuque,1,US,1586153130,67,42.48,-90.87,45,8.05
mogadishu,75,SO,1586153100,66,2.04,45.34,84.2,6.93
vuktyl,38,RU,1586153130,94,63.86,57.31,25.95,10.49
kodinsk,0,RU,1586153131,50,58.69,99.18,46.89,8.75
east london,63,ZA,1586153015,87,-33.02,27.91,60.8,12.75
prince rupert,90,CA,1586153131,69,54.32,-130.32,35.6,2.24
lebu,1,CL,1586153131,80,-37.62,-73.65,49.75,11.68
palmer,1,US,1586152887,93,42.16,-72.33,45,5.32
kaitangata,100,NZ,1586153132,92,-46.28,169.85,57.99,1.01
georgetown,20,MY,1586153093,59,5.41,100.34,91.4,9.17
geraldton,0,AU,1586153132,58,-28.77,114.6,82.4,12.75
dikson,98,RU,1586153133,97,73.51,80.55,20.37,3.24
cochrane,90,CA,1586153133,100,51.18,-114.47,26.01,5.82
soyo,64,AO,1586153134,89,-6.13,12.37,79.65,4.59
missoula,90,US,1586153134,70,47.02,-113.8,44.6,3.36
axim,3,GH,1586153134,83,4.87,-2.24,80.92,8.23
bredasdorp,70,ZA,1586152868,63,-34.53,20.04,60.8,14.99
magistralnyy,0,RU,1586153134,53,56.17,107.45,41.52,3.31
carnarvon,0,AU,1586152843,54,-24.87,113.63,80.6,16.11
sonoita,33,MX,1586153135,34,31.85,-112.83,64,15.05
qaanaaq,6,GL,1586153135,80,77.48,-69.36,6.78,9.1
clyde river,1,CA,1586153135,65,70.47,-68.59,8.6,24.16
chuy,89,UY,1586153135,88,-33.7,-53.46,65.37,8.08
luderitz,6,NA,1586153136,93,-26.65,15.16,51.8,2.24
saryg-sep,96,RU,1586153136,70,51.5,95.6,35.04,1.23
hua hin,20,TH,1586153137,59,12.57,99.96,93.2,16.11
banda aceh,93,ID,1586153137,76,5.56,95.32,82.6,3.27
nikolskoye,94,RU,1586153137,80,59.7,30.79,35.01,2.21
cherskiy,19,RU,1586153137,93,68.75,161.3,10.38,10.31
oranjemund,33,NA,1586153138,80,-28.55,16.43,59.79,0.43
yarada,20,IN,1586153138,52,17.65,83.27,93.2,9.17
garowe,22,SO,1586153138,46,8.41,48.48,79.7,12.06
saskylakh,65,RU,1586153139,94,71.92,114.08,16.43,6.64
bluff,100,NZ,1586153139,86,-46.6,168.33,60.01,3
yellowknife,20,CA,1586153139,66,62.46,-114.35,10.4,12.75
strezhevoy,90,RU,1586153139,86,60.73,77.59,37.4,8.95
sao filipe,1,CV,1586152924,77,14.9,-24.5,70.95,16.89
sao joao da barra,86,BR,1586153140,75,-21.64,-41.05,73.56,1.7
yatou,100,CN,1586153140,55,37.15,122.38,52.65,9.48
ixtapa,5,MX,1586153140,83,20.7,-105.2,75.2,3.36
chokurdakh,62,RU,1586153140,95,70.63,147.92,18.28,14.97
namatanai,39,PG,1586153140,71,-3.67,152.43,84.11,11.97
arraial do cabo,61,BR,1586152929,72,-22.97,-42.03,74.59,9.01
priyutovo,17,RU,1586153141,80,53.9,53.93,32.38,8.93
rocha,96,UY,1586153141,74,-34.48,-54.33,62.19,7.25
flin flon,98,CA,1586153142,93,54.77,-101.86,13.3,5.84
korla,0,CN,1586153142,17,41.76,86.15,67.33,4.97
rorvik,100,NO,1586153189,73,64.86,11.24,42.8,10.29
yarovoye,0,RU,1586153189,56,52.93,78.58,53.64,11.18
ahipara,76,NZ,1586153189,71,-35.17,173.17,64.02,7.92
nago,90,JP,1586153190,56,26.59,127.98,71.6,4.7
coihaique,20,CL,1586153190,76,-45.58,-72.07,41,3.36
canillo,88,AD,1586153190,75,42.58,1.67,46,1.01
belaya gora,54,RU,1586153190,94,68.53,146.42,23.7,11.43
portland,1,US,1586152799,62,45.52,-122.68,51.8,2.13
moree,0,AU,1586153191,33,-29.47,149.85,75.2,12.75
innisfail,1,AU,1586153164,72,-17.53,146.03,81.41,6.8
adrar,0,MR,1586153191,29,20.5,-10.07,71.37,11.45
kavieng,22,PG,1586153192,71,-2.57,150.8,84.24,8.66
jalu,51,LY,1586153192,59,29.03,21.55,59.18,8.48
altay,61,CN,1586153192,35,47.87,88.12,49.75,1.32
tokur,100,RU,1586152983,72,53.13,132.9,31.17,4.94
mankono,30,CI,1586153148,77,8.06,-6.19,76.84,6.62
matara,6,LK,1586153193,56,5.95,80.54,89.53,8.03
luena,98,AO,1586153193,66,-11.78,19.92,64.45,4.59
hasaki,20,JP,1586152915,25,35.73,140.83,68,10.29
swidnik,0,PL,1586153194,64,51.22,22.7,41,5.82
negara,40,ID,1586153194,72,-8.32,114.6,84.88,6.82
beloha,84,MG,1586153194,56,-25.17,45.05,77.88,7.72
naujamiestis,0,LT,1586153194,80,55.69,24.15,39.2,9.17
comodoro rivadavia,17,AR,1586153194,45,-45.87,-67.5,48.2,10.29
galitsy,75,RU,1586153195,74,56.18,42.85,32,15.66
zhangjiakou,6,CN,1586153195,15,40.81,114.88,66.6,7.54
khandbari,3,NP,1586153195,11,27.37,87.2,83.03,6.55
faanui,10,PF,1586153195,74,-16.48,-151.75,83.62,10.36
labrea,90,BR,1586153195,86,-7.26,-64.8,76.3,0.51
viedma,17,AR,1586153196,40,-40.81,-63,54.61,12.19
neuquen,9,AR,1586152949,40,-38.95,-68.06,50,12.93
birao,46,CF,1586153196,14,10.28,22.79,83.98,4.59
talnakh,75,RU,1586153196,97,69.49,88.4,32,15.66
sola,100,VU,1586153196,80,-13.88,167.55,82.96,36.6
port moresby,40,PG,1586153147,70,-9.44,147.18,86,17.22
srandakan,93,ID,1586153197,73,-7.94,110.25,85.48,9.42
avarua,75,CK,1586153197,88,-21.21,-159.78,78.8,2.24
cassia,0,BR,1586153197,72,-20.58,-46.92,65.84,0.98
guerrero negro,99,MX,1586153197,76,27.98,-114.06,58.77,14.05
sitka,90,US,1586153198,86,57.05,-135.33,37.4,6.93
pisco,12,PE,1586153198,83,-13.7,-76.22,71.6,3.36
arlit,0,NE,1586153198,12,18.74,7.39,79.81,6.15
luganville,100,VU,1586153198,82,-15.53,167.17,80.92,34.29
santa cruz,40,BO,1586153199,88,-17.8,-63.17,75.2,11.41
iqaluit,75,CA,1586153199,64,63.75,-68.51,0,18.34
talisay,20,PH,1586152976,83,10.24,123.85,73.4,10.29
ancud,0,CL,1586153249,100,-41.87,-73.82,37.4,3.36
torbay,90,CA,1586153119,85,47.67,-52.73,28.99,4.7
hithadhoo,6,MV,1586153249,71,-0.6,73.08,83.41,5.57
saint george,1,US,1586153116,36,37.1,-113.58,60.8,10.29
bondo,100,CD,1586153250,77,3.81,23.69,71.8,2.71
mehran,96,IR,1586153250,38,33.12,46.16,59,6.93
kodiak,1,US,1586153250,34,57.79,-152.41,35.6,20.8
solnechnyy,1,RU,1586153250,56,50.72,136.63,41.61,9.91
mantua,0,IT,1586153250,61,45.17,10.78,53.01,5.82
kahului,40,US,1586153251,83,20.89,-156.47,75.2,4.7
seoul,1,KR,1586153251,25,37.57,126.98,62.6,5.82
pemangkat,10,ID,1586153251,82,1.17,108.97,81.93,11.99
biak,45,ID,1586153251,65,-0.91,122.88,83.95,1.52
vao,89,NC,1586153165,76,-22.67,167.48,76.78,21.12
narsaq,95,GL,1586153252,41,60.92,-46.05,19.4,9.17
inongo,100,CD,1586153252,88,-1.95,18.27,74.08,3.74
mar del plata,20,AR,1586153221,93,-38,-57.56,64,6.93
fort oglethorpe,1,US,1586153253,87,34.95,-85.26,60.01,3.53
saratoga springs,20,US,1586152974,65,43.08,-73.78,46.4,6.93
kasongo-lunda,91,CD,1586153253,76,-6.47,16.82,74.03,0.94
anchorage,1,US,1586153114,50,61.22,-149.9,35.6,12.75
constitucion,0,CL,1586153254,65,-35.33,-72.42,54.63,9.55
outjo,76,NA,1586153254,82,-20.12,16.15,64.4,1.12
coahuayana,5,MX,1586153254,60,18.73,-103.68,71.82,3.38
tulun,0,RU,1586153255,50,54.56,100.58,42.15,16.46
bilibino,24,RU,1586153255,85,68.05,166.44,2.46,0.49
feijo,100,BR,1586153255,83,-8.16,-70.35,74.71,0.45
oktyabrskiy,3,RU,1586153256,67,54.48,53.47,37.44,9.37
urucara,90,BR,1586153256,86,-2.54,-57.76,77.18,2.53
nordfjordeid,100,NO,1586153256,30,61.91,5.99,55.4,39.15
galesong,20,ID,1586153256,66,-5.32,119.37,91.4,11.41
paita,64,PE,1586153257,72,-5.09,-81.11,75.02,10.2
longyearbyen,20,SJ,1586153257,70,78.22,15.64,-0.4,6.93
aswan,0,EG,1586153257,19,24.09,32.91,82,11.32
tasiilaq,100,GL,1586153257,40,65.61,-37.64,17.6,4.7
tuatapere,100,NZ,1586153258,86,-46.13,167.68,60.01,3
isla mujeres,40,MX,1586153258,88,21.23,-86.73,77,4.7
yeppoon,13,AU,1586153258,40,-23.13,150.73,86,4.7
turukhansk,94,RU,1586153258,89,65.82,87.98,34.23,18.99
santa rosalia,97,MX,1586153258,45,27.32,-112.28,67.01,5.86
baykit,38,RU,1586153259,66,61.67,96.37,40.5,7.23
jamui,0,IN,1586153259,11,24.92,86.22,99.39,17.38
lompoc,90,US,1586153259,93,34.64,-120.46,55,5.82
calvinia,77,ZA,1586153259,61,-31.47,19.78,51.53,14.12
sao felix do xingu,79,BR,1586153259,91,-6.64,-51.99,73.65,1.52
senanga,100,ZM,1586153309,56,-16.12,23.27,69.57,2.82
severnyy,0,RU,1586153309,44,50.68,36.55,37.4,6.71
cockburn town,0,TC,1586153159,64,21.46,-71.14,76.15,9.73
tura,0,IN,1586153310,14,25.52,90.22,93.43,6.69
saint-joseph,23,RE,1586153310,69,-21.37,55.62,82.99,13.87
faya,0,SA,1586153310,34,18.39,42.45,68,11.27
morondava,0,MG,1586153310,74,-20.28,44.28,80.96,4.94
olinda,40,BR,1586153267,74,-8.01,-34.86,84.2,4.7
ponta do sol,20,PT,1586153311,82,32.67,-17.1,64.4,2.24
kumeny,100,RU,1586153311,94,58.11,49.92,30.16,4.14
zemio,100,CF,1586153311,75,5.03,25.14,73.08,2.55
kaeo,94,NZ,1586153311,74,-35.1,173.78,64,5.01
mocajuba,100,BR,1586153312,97,-2.58,-49.51,74.89,2.39
tilichiki,99,RU,1586153312,92,60.47,166.1,17.98,3
bambanglipuro,94,ID,1586153312,74,-7.95,110.28,85.42,9.57
barra do garcas,0,BR,1586153312,78,-15.89,-52.26,75.18,0.4
valera,100,VE,1586153313,63,9.32,-70.6,75.81,1.86
koslan,100,RU,1586153313,92,63.46,48.9,26.47,10.83
sinnamary,94,GF,1586153313,82,5.38,-52.95,79.59,13.18
namikupa,0,TZ,1586153313,81,-10.83,39.6,78.13,1.21
novovorontsovka,0,UA,1586153314,59,47.5,33.92,42.73,11.68
goundi,5,TD,1586153314,35,9.36,17.37,85.17,8.84
berlevag,75,NO,1586153314,73,70.86,29.09,24.8,9.17
leningradskiy,100,RU,1586153314,87,69.38,178.42,-2.22,9.28
outram,75,MY,1586153113,83,1.28,103.84,87.8,6.93
puerto baquerizo moreno,0,EC,1586153315,77,-0.9,-89.6,79.52,5.35
sept-iles,90,CA,1586153059,92,50.2,-66.38,33.01,3.36
buala,80,SB,1586153315,75,-8.14,159.59,84.87,10.22
itarema,70,BR,1586153315,90,-2.92,-39.92,77.49,5.95
mount gambier,90,AU,1586153038,67,-37.83,140.77,60.8,3.36
antofagasta,7,CL,1586153183,77,-23.65,-70.4,64.4,1.12
guangyuan,94,CN,1586153316,55,32.44,105.82,57,5.1
xihe,66,CN,1586153316,37,31.69,113.47,69.3,1.88
balagansk,0,RU,1586153316,49,54.01,103.05,42.87,11.23
la grande,1,US,1586153316,70,45.32,-118.09,46,8.05
bilma,0,NE,1586153317,14,18.69,12.92,79.12,10.25
ariyalur,20,IN,1586153317,56,11.13,79.08,93.2,3.36
asuncion mita,7,GT,1586153317,66,14.33,-89.71,75.74,2.55
kushmurun,95,KZ,1586153317,52,52.45,64.63,51.78,17.11
umm kaddadah,16,SD,1586153317,9,13.6,26.69,83.3,10.89
pizarro,90,CO,1586153318,89,4.95,-77.37,77.97,5.21
liwale,66,TZ,1586153318,81,-9.77,37.93,72.9,2.53
bronnoysund,100,NO,1586153318,69,65.46,12.2,46.4,14.99
sakakah,43,SA,1586153318,25,29.97,40.21,75.2,9.17
tres lagoas,0,BR,1586153318,73,-20.75,-51.68,71.17,5.17
mlimba,61,TZ,1586153319,70,-8.8,35.82,77.67,0.45
hay river,20,CA,1586153319,84,60.82,-115.8,5,6.93
husavik,90,IS,1586153128,89,66.04,-17.34,32,18.34
laguna,90,US,1586153213,81,38.42,-121.42,50,9.17
chimbarongo,0,CL,1586153369,62,-34.7,-71.05,51.8,5.82
hobyo,18,SO,1586153165,61,5.35,48.53,85.98,14.81
cayenne,90,GF,1586153370,83,4.93,-52.33,80.6,9.17
rincon de la victoria,75,ES,1586153370,87,36.72,-4.28,55.99,8.05
mitoc,0,RO,1586153370,38,48.1,27.03,43,3.36
kulhudhuffushi,51,MV,1586153370,68,6.62,73.07,84.24,3.31
southbridge,1,US,1586153371,81,42.08,-72.03,46,11.41
yulara,85,AU,1586153371,14,-25.24,130.99,82.4,5.82
rio verde de mato grosso,77,BR,1586153371,71,-18.92,-54.84,75.18,4.16
disna,68,BY,1586153371,78,55.57,28.2,40.68,7.76
los llanos de aridane,33,ES,1586153371,77,28.66,-17.92,66.2,5.82
hohhot,20,CN,1586153372,11,40.81,111.65,64.4,8.95
pangkalanbuun,84,ID,1586153372,58,-2.68,111.62,89.98,0.65
the valley,75,AI,1586153372,69,18.22,-63.06,81,5.82
bandarbeyla,85,SO,1586153372,56,9.49,50.81,82.53,6.8
abnub,0,EG,1586153373,55,27.27,31.15,64.4,4.7
alvdal,100,NO,1586153373,69,62.11,10.63,37.4,10.29
sungaipenuh,100,ID,1586153373,70,-2.08,101.38,69.17,2.95
rawson,2,AR,1586153373,41,-43.3,-65.1,53.29,19.08
pskov,90,RU,1586153110,69,57.81,28.35,33.8,2.24
bijar,93,IR,1586153374,19,35.87,47.61,54.05,5.99
nuuk,64,GL,1586153144,79,64.18,-51.72,23,4.7
isangel,100,VU,1586153374,86,-19.55,169.27,78.44,20.85
bay roberts,90,CA,1586153374,85,47.6,-53.26,28.99,4.7
lipin bor,7,RU,1586153375,90,60.26,37.98,28.67,8.34
srednekolymsk,100,RU,1586153375,95,67.45,153.68,17.92,8.25
binga,94,ZW,1586153375,53,-17.62,27.34,74.93,2.15
moa,0,CU,1586153375,79,20.66,-74.94,71.47,7.78
sisimiut,0,GL,1586153375,81,66.94,-53.67,11.61,10.09
chimore,99,BO,1586153376,87,-16.98,-65.13,75.13,1.12
alibag,5,IN,1586153376,58,18.64,72.88,87.8,6.93
basco,38,PH,1586153376,86,20.45,121.97,75.38,18.61
ambilobe,5,MG,1586153376,70,-13.2,49.05,83.35,2.73
lasem,65,ID,1586153376,67,-6.69,111.45,86.41,5.59
wagga wagga,75,AU,1586153377,51,-35.12,147.37,63,11.41
hofn,100,IS,1586153377,85,64.25,-15.21,46.67,18.07
zelenoborskiy,0,RU,1586153377,92,66.84,32.36,20.19,5.68
cap malheureux,40,MU,1586153377,74,-19.98,57.61,82.99,10.29
lavrentiya,100,RU,1586153378,89,65.58,-171,6.3,6.73
lata,20,PT,1586153378,93,40.16,-8.33,55.99,4.7
thompson,5,CA,1586153100,84,55.74,-97.86,6.8,4.7
ilulissat,0,GL,1586153283,43,69.22,-51.1,10.4,24.16
truro,26,GB,1586153379,100,50.27,-5.05,51.01,8.05
muros,90,ES,1586153429,100,42.78,-9.06,55.99,3.36
wicklow,20,IE,1586153429,81,53,-6.42,46,8.05
fort nelson,40,CA,1586153429,42,58.81,-122.7,28.4,8.05
sidmouth,40,GB,1586153430,93,50.69,-3.24,51.01,4.7
dawson creek,1,CA,1586153337,65,55.77,-120.24,17.6,5.82
bystrice nad pernstejnem,0,CZ,1586153430,48,49.52,16.26,46.99,9.17
dubna,23,RU,1586153430,74,56.73,37.17,32.76,10.98
te anau,100,NZ,1586153430,79,-45.42,167.72,56.43,3.56
christchurch,100,NZ,1586153369,87,-43.53,172.63,64,12.75
alofi,100,NU,1586153431,100,-19.06,-169.92,75.2,5.82
gobabis,5,NA,1586153431,88,-22.45,18.97,62.6,1.12
lorengau,30,PG,1586153431,72,-2.02,147.27,84.13,8.59
asasa,46,ET,1586153431,25,7.1,39.2,62.31,8.08
pangnirtung,30,CA,1586153432,69,66.15,-65.71,5.85,4.9
sokolo,0,ML,1586153432,15,14.73,-6.12,77.67,8.41
mbini,75,GQ,1586153432,100,1.57,9.61,77,9.17
aykhal,95,RU,1586153433,47,66,111.5,35.6,8.95
makakilo city,1,US,1586153433,78,21.35,-158.09,78.8,6.93
saint johnsbury,56,US,1586153433,86,44.42,-72.02,41,6.24
fortuna,75,US,1586153433,87,40.6,-124.16,44.01,12.75
ranong,75,TH,1586153434,47,9.97,98.63,96.8,5.82
ventspils,46,LV,1586153434,100,57.39,21.56,35.6,4.7
vega de alatorre,50,MX,1586153434,87,20.03,-96.63,76.96,3.91
meulaboh,98,ID,1586153434,77,4.14,96.13,82.94,6.22
manoel urbano,86,BR,1586153434,80,-8.84,-69.26,75.07,1.34
marzuq,0,YE,1586153435,13,14.4,46.47,80.69,2.68
jiuquan,69,CN,1586153435,15,39.74,98.52,61.03,13.35
krasnyy yar,0,RU,1586153435,33,46.53,48.35,46.4,17.9
lasa,5,IT,1586153435,86,46.62,10.7,42.01,2.35
tamasane,0,BW,1586153436,77,-22.42,27.4,59,2.01
sangar,63,RU,1586153436,97,63.92,127.47,22.62,6.49
tevaitoa,14,PF,1586153436,75,-16.78,-151.5,84.31,10.09
guozhen,3,CN,1586153436,21,34.37,107.36,72.41,6.26
marrakesh,75,MA,1586153191,77,31.63,-8.01,62.6,2.24
dombarovskiy,68,RU,1586153437,64,50.76,59.54,46.35,22.53
quelimane,1,MZ,1586153437,76,-17.88,36.89,76.51,4.34
cidreira,51,BR,1586153437,86,-30.18,-50.21,68.59,12.48
darab,0,IR,1586153438,13,28.75,54.54,73.09,2.33
raga,98,SS,1586153438,57,8.46,25.68,79.3,7.25
non sang,20,TH,1586153438,55,16.87,102.57,99,5.82
vila,20,PT,1586153438,100,42.03,-8.16,55.99,2.24
qeshm,17,IR,1586153439,54,26.96,56.27,82.4,6.93
berdigestyakh,100,RU,1586153439,91,62.1,126.7,32.77,5.95
zilair,100,RU,1586153439,70,52.23,57.44,34.72,10.22
chadiza,3,ZM,1586153489,55,-14.07,32.44,70.81,3.06
irbeyskoye,0,RU,1586153489,45,55.64,95.45,48.09,7.43
ostrovnoy,96,RU,1586153490,95,68.05,39.51,23.02,18.77
santa maria,99,BR,1586153490,72,-29.68,-53.81,64.92,2.48
pacific grove,90,US,1586153490,69,36.62,-121.92,50,4.7
orange cove,100,US,1586153491,100,36.62,-119.31,54,6.93
saint anthony,20,US,1586153491,48,45.02,-93.22,48,3.36
mayo,20,US,1586153491,87,38.89,-76.51,60.01,5.32
shenjiamen,92,CN,1586153492,56,29.96,122.3,52.84,4.07
maryborough,0,AU,1586153492,59,-25.53,152.7,80.01,5.99
nabire,16,ID,1586153492,55,-3.37,135.48,89.31,6.49
fukue,75,JP,1586153493,26,32.69,128.84,59,5.82
rio grande,96,BR,1586153466,86,-32.03,-52.1,69.04,10.07
salalah,0,OM,1586153493,69,17.02,54.09,82.4,2.24
naryan-mar,100,RU,1586153494,95,67.67,53.09,21.69,10.04
isiro,99,CD,1586153494,77,2.77,27.62,71.1,2.51
druzhba,0,UA,1586153494,60,52.04,33.95,39.42,10.42
palmas de monte alto,77,BR,1586153495,78,-14.27,-43.16,71.04,6.06
ginda,0,IN,1586153495,14,30.69,78.49,67.44,5.64
pandan niog,5,PH,1586153495,75,6.23,120.56,82.96,13.56
coos bay,90,US,1586153303,93,43.37,-124.22,46.99,4.7
asau,0,RO,1586153495,59,46.43,26.4,41,2.24
bo rai,75,TH,1586153496,79,12.57,102.54,87.8,9.17
port blair,61,IN,1586153496,66,11.67,92.75,83.91,6.02
cassilandia,0,BR,1586153496,82,-19.11,-51.73,71.76,2.62
baijiantan,82,CN,1586153224,20,45.63,85.18,70.66,3.4
dingle,21,PH,1586153497,45,11,122.67,88.72,12.64
port-gentil,40,GA,1586153497,88,-0.72,8.78,82.4,4.7
inhambane,20,MZ,1586153497,78,-23.86,35.38,77,6.93
qandala,0,SO,1586153497,43,11.47,49.87,86.7,8.21
shakhtinsk,75,KZ,1586153497,75,49.71,72.59,46.4,8.95
shestakovo,0,RU,1586153498,48,56.49,103.96,45.41,5.55
hirara,75,JP,1586153498,68,24.8,125.28,69.8,9.17
santa cruz del sur,0,CU,1586153498,75,20.71,-78,73.35,11.18
fairbanks,90,US,1586153403,58,64.84,-147.72,28.4,8.05
shelburne,5,CA,1586153499,80,44.08,-80.2,35.6,9.17
manicore,72,BR,1586153499,94,-5.81,-61.3,75.07,0.31
cascais,75,PT,1586153257,100,38.7,-9.42,59,4.7
lagoa,71,PT,1586153500,84,39.05,-27.98,59.27,14.27
leshukonskoye,64,RU,1586153500,95,64.9,45.76,25.77,9.89
bubaque,0,GW,1586153500,73,11.28,-15.83,77.9,10.47
eureka,75,US,1586153390,87,40.8,-124.16,44.01,12.75
souillac,40,MU,1586153501,74,-20.52,57.52,82.99,10.29
ozerne,0,UA,1586153501,57,50.18,28.73,42.26,1.5
jiancheng,75,CN,1586153501,63,30.39,104.55,66,3.15
atambua,48,ID,1586153502,63,-9.11,124.89,83.12,1.32
lagos,12,NG,1586153276,85,6.58,3.75,81.52,7.47
